row_number,datetime,lat,lng,stop_duration,subject_age,subject_height,subject_sex,officer_id_hash,type,violation,arrest_made,citation_issued,warning_issued,outcome,contraband_found,contraband_drugs,contraband_weapons,frisk_performed,search_conducted,search_person,search_vehicle,search_basis,reason_for_stop,driver_suspected_under_influence,area_risk,officer_heart_rate
2171963,2016-05-30_22:10:00,-26.060759499999996,27.97427270000003,26.394422384750698,18.0,medium,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,78
1809676,2010-04-14_15:25:00,-26.0720787,28.073132799999982,31.385559772793172,23.0,tall,male,6f0e6c9ea2,vehicular,moving traffic violation,False,False,True,warning,False,False,False,True,True,False,True,consent,moving traffic violation,False,high,69
204673,2012-10-09_03:31:00,-26.0715656,28.016452700000002,25.0843020311869,22.0,tall,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,72
2234083,2013-06-10_22:09:00,-26.0330876,28.030904500000005,45.34972864829834,48.0,tall,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,79
2696676,2016-08-12_22:15:00,-26.095037799999986,28.001629800000003,25.40606664256738,50.0,medium,male,82f2e31c2b,vehicular,registration,False,False,True,warning,False,False,False,False,True,False,True,plain view,registration,False,high,72
617210,2014-01-22_22:30:00,-26.067017799999995,28.049044200000026,31.516765313776126,60.0,tall,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,67
51750,2014-10-16_01:20:00,-26.058898,28.01963520000001,19.76364461796486,23.0,medium,male,d6864f2be6,vehicular,vehicle equipment violation,False,True,False,citation,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,78
526391,2014-01-21_22:23:00,-26.067762699999996,28.0177891,41.64729695546846,20.0,medium,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,75
2583926,2011-07-26_12:33:00,-26.074417299999986,28.076382800000005,11.32935015675164,25.0,tall,male,6f0e6c9ea2,vehicular,seatbelt violation,False,True,False,citation,False,False,False,False,True,False,True,consent,seatbelt violation,False,high,90
1524007,2015-02-09_21:44:00,-26.027842399999997,28.037275500000007,25.812873943523165,30.0,tall,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,86
1006245,2017-08-10_10:06:00,-26.072075999999996,28.052960099999964,26.154037333870185,30.0,medium,male,2b7a7efb70,vehicular,seatbelt violation,False,False,True,warning,False,False,False,False,True,True,True,consent,seatbelt violation,False,high,105
2367902,2014-06-25_09:12:00,-26.096481700000005,28.00512159999998,39.219301062625696,35.0,medium,male,2b7a7efb70,vehicular,moving traffic violation,False,False,True,warning,False,False,False,True,True,True,False,consent,moving traffic violation,False,high,88
2549907,2012-07-02_01:21:00,-26.079024799999992,28.019902400000007,22.485930125845883,29.0,medium,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,77
801520,2014-01-04_07:14:00,-26.077728999999998,28.058849500000008,35.759920805418005,22.0,medium,male,2b7a7efb70,vehicular,investigative stop,True,False,False,arrest,False,False,False,False,True,True,True,consent,investigative stop,False,high,95
792699,2014-01-03_20:06:00,-26.0361725,28.033551800000026,38.62610815291645,25.0,tall,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,74
2318988,2013-06-20_00:42:00,-26.059785499999997,28.019523400000026,27.775038324644107,52.0,tall,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,67
359784,2012-11-26_02:03:00,-26.080592699999997,28.01060240000001,36.33569936968498,19.0,tall,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,78
3020976,2013-09-27_01:35:00,-26.0227645,28.025189600000004,26.088927765680925,26.0,tall,male,d6864f2be6,vehicular,vehicle equipment violation,False,True,False,citation,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,78
104051,2013-10-23_21:05:00,-26.0431562,28.024605000000008,24.483628270722157,25.0,tall,male,d6864f2be6,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,72
2826880,2013-08-30_22:15:00,-26.061038699999997,28.04606090000003,22.42217017224904,29.0,tall,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,82
18963,2014-10-01_21:46:00,-26.048519399999996,28.0221054,17.21201846675463,40.0,tall,male,d6864f2be6,vehicular,vehicle equipment violation,False,True,True,citation,False,False,False,True,True,True,True,consent,vehicle equipment violation,False,high,70
2631194,2013-07-04_22:01:00,-26.046571199999995,28.023112700000027,26.814076807570732,28.0,medium,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,72
2666747,2014-07-09_11:48:00,-26.081983299999997,28.009671000000026,24.19694594704202,23.0,medium,male,498350de5b,vehicular,moving traffic violation,True,True,False,arrest,False,False,False,True,True,True,False,other,moving traffic violation,False,high,69
261735,2012-11-14_03:09:00,-26.0738385,28.015648500000026,33.99185089615382,34.0,tall,male,d6864f2be6,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,81
1672456,2014-03-26_20:48:00,-26.047270999999995,28.034223000000026,28.174295620148932,28.0,medium,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,77
2475220,2012-07-01_01:14:00,-26.076735999999997,28.013245800000007,25.837963249155752,40.0,tall,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,76
19639,2015-10-01_16:38:00,-26.0618785,28.032698800000006,28.84757749638212,40.0,medium,male,2b7a7efb70,vehicular,vehicle equipment violation,True,False,True,arrest,True,True,False,False,True,True,True,consent,vehicle equipment violation,False,high,97
238136,2012-11-01_20:34:00,-26.11269029999999,28.03674070000001,27.553255742707034,33.0,medium,female,82f2e31c2b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,67
1391783,2015-02-19_22:39:00,-26.077733199999997,28.036102000000028,32.4079119335362,36.0,medium,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,83
570921,2013-12-17_22:18:00,-26.0672066,28.025580000000005,19.898176907237442,30.0,medium,female,d6864f2be6,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,89
1539982,2015-03-11_21:27:00,-26.065551899999996,27.99772609999998,19.82274251264648,23.0,tall,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,76
821183,2016-01-06_00:55:00,-26.048519399999996,28.0221054,26.01955275164981,23.0,medium,male,d6864f2be6,vehicular,vehicle equipment violation,False,True,True,citation,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,79
1187307,2018-05-08_10:09:00,-26.0242602,28.026832999999982,14.4937422243271,21.0,medium,female,2b7a7efb70,vehicular,seatbelt violation,False,True,True,citation,True,True,False,True,True,True,True,consent,seatbelt violation,False,high,104
1751521,2016-03-07_22:52:00,-26.050046000000002,28.038789400000027,23.432621679006893,40.0,tall,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,75
2319880,2013-06-20_20:57:00,-26.05787870000001,28.0404209,20.649748824575354,68.0,medium,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,80
2797591,2012-08-26_02:42:00,-26.068727200000005,28.017461300000008,46.13694858830339,45.0,medium,female,d6864f2be6,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,78
614470,2013-01-22_22:02:00,-26.065551899999996,27.99772609999998,16.818398121526826,43.0,medium,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,80
1426844,2015-02-23_18:30:00,-26.0342348,28.00333590000001,27.77856932653408,58.0,tall,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,80
1132400,2018-02-19_10:50:00,-26.0678994,28.048899700000007,22.54328254774374,24.0,tall,male,2b7a7efb70,vehicular,moving traffic violation,False,True,True,citation,True,False,False,False,True,True,True,plain view,moving traffic violation,False,high,81
1720784,2016-03-03_23:31:00,-26.080813299999996,27.99554090000001,21.269842167807674,23.0,medium,male,d6864f2be6,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,71
572143,2013-12-17_21:47:00,-26.0672066,28.025580000000005,41.574513741675496,20.0,medium,female,d6864f2be6,vehicular,vehicle equipment violation,False,True,True,citation,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,74
2835078,2014-08-31_08:03:00,-26.067017799999995,28.049044200000026,23.28745957895092,19.0,medium,male,2b7a7efb70,vehicular,vehicle equipment violation,False,True,True,citation,False,False,False,True,True,True,False,consent,vehicle equipment violation,False,high,84
2951228,2013-09-18_23:21:00,-26.069800700000002,28.05113270000001,20.902576773805674,35.0,medium,male,d6864f2be6,vehicular,moving traffic violation,False,True,True,citation,False,False,False,False,True,True,True,plain view,moving traffic violation,False,high,73
415738,2015-01-14_03:14:00,-26.0666711,28.015398200000007,30.65635082696741,20.0,tall,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,84
2781112,2010-08-24_14:50:00,-26.0720787,28.073132799999982,30.89938519819708,39.0,tall,female,6f0e6c9ea2,vehicular,investigative stop,False,True,False,citation,False,False,False,False,True,False,True,consent,investigative stop,False,high,68
1728835,2016-03-04_22:33:00,-26.0663426,28.042869700000026,36.416947662313355,22.0,medium,male,d6864f2be6,vehicular,vehicle equipment violation,False,True,True,citation,True,True,False,True,True,True,True,consent,vehicle equipment violation,False,high,97
2966729,2013-09-20_21:53:00,-26.0292885,28.02899809999998,35.69326962360669,27.0,medium,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,73
764313,2013-01-29_23:04:00,-26.066406100000002,28.045768800000005,18.372731077587027,20.0,tall,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,77
490705,2014-11-09_09:32:00,-26.062067499999998,28.01923409999999,28.135264625017438,29.0,medium,male,2b7a7efb70,vehicular,moving traffic violation,True,True,False,arrest,True,True,False,False,True,True,True,consent,moving traffic violation,False,high,106
95842,2012-10-22_00:06:00,-26.072762100000006,28.0160355,20.278038109897988,25.0,tall,male,d6864f2be6,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,73
1665432,2016-03-25_03:15:00,-26.030177399999985,28.033358000000007,41.004470287417966,40.0,medium,male,d6864f2be6,vehicular,,True,False,False,arrest,True,True,False,True,True,True,True,plain view,,False,high,103
1657219,2016-03-24_00:18:00,-26.0964659,28.005706100000026,26.397244155977212,36.0,tall,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,True,True,True,True,plain view,vehicle equipment violation,False,high,76
289532,2012-11-18_00:54:00,-26.0715656,28.016452700000002,30.33653464370053,34.0,tall,female,d6864f2be6,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,77
370304,2012-11-28_01:29:00,-26.081983299999997,28.009671000000026,27.399085622196512,34.0,tall,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,85
3082836,2014-09-08_21:30:00,-26.080813299999996,27.99554090000001,23.492831942943482,50.0,medium,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,74
842990,2013-01-09_01:29:00,-26.079215999999995,28.011543700000004,22.703341455159045,24.0,tall,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,70
102180,2012-10-23_01:35:00,-26.080592699999997,28.01060240000001,22.125948889625874,51.0,medium,male,d6864f2be6,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,89
2681653,2014-08-11_21:23:00,-26.066908599999998,28.039537900000028,22.849543848561005,24.0,medium,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,82
687531,2012-12-04_04:41:00,-26.0715656,28.016452700000002,27.397805452008456,48.0,tall,male,d6864f2be6,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,80
1918400,2016-04-26_19:58:00,-26.0566922,28.023740599999982,17.052230517240826,28.0,short,male,d6864f2be6,vehicular,vehicle equipment violation,False,True,True,citation,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,76
578861,2014-12-18_22:59:00,-26.0523435,27.978796200000005,24.477698636610963,45.0,tall,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,80
2965564,2013-09-20_23:02:00,-26.067762699999996,28.0177891,35.1316919543308,27.0,medium,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,83
285084,2015-11-17_22:47:00,-26.067762699999996,28.0177891,32.88313162252463,40.0,tall,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,69
472763,2013-01-18_16:57:00,-26.067762699999996,28.0177891,25.952801499979966,36.0,tall,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,79
289387,2012-11-18_23:13:00,-26.0715656,28.016452700000002,12.910819157279024,47.0,tall,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,71
960996,2017-06-07_11:09:00,-26.0672066,28.025580000000005,23.80474969887059,26.0,tall,male,2b7a7efb70,vehicular,moving traffic violation,True,False,True,arrest,False,False,False,False,True,True,False,other,moving traffic violation,False,high,84
1860780,2015-04-20_12:21:00,-26.066181199999995,28.025525900000005,40.84985353669653,22.0,medium,male,2b7a7efb70,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,True,True,consent,vehicle equipment violation,True,high,81
1797519,2013-04-12_00:03:00,-26.0780357,28.0123768,27.590579351789735,19.0,tall,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,76
1728769,2016-03-04_22:08:00,-26.0811226,27.998583800000006,24.568751562483776,58.0,tall,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,True,high,77
2697484,2016-08-12_21:25:00,-26.050631899999992,28.02121919999999,35.19340221683734,35.0,short,male,82f2e31c2b,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,61
2020671,2012-05-01_16:57:00,-26.1251503,28.03692740000001,15.522310529681908,65.0,tall,female,82f2e31c2b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,66
1924451,2015-04-27_21:01:00,-26.058086299999992,28.045476900000025,26.454743096416074,38.0,medium,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,70
724938,2016-01-26_02:30:00,-26.066967799999986,28.018072800000027,23.5764570917412,25.0,medium,male,d6864f2be6,vehicular,vehicle equipment violation,False,True,True,citation,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,89
1772983,2013-04-10_03:23:00,-26.072762100000006,28.0160355,21.48062235223548,48.0,tall,male,d6864f2be6,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,74
1497492,2013-02-06_02:26:00,-26.06397900000001,27.988613300000026,32.11001009754568,34.0,tall,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,True,high,69
2274314,2013-06-14_03:36:00,-26.026936999999997,28.041016000000027,22.189253263872835,22.0,medium,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,True,True,True,True,consent,vehicle equipment violation,False,high,74
1594021,2015-03-17_21:39:00,-26.04631729999999,28.037684099999964,25.274995697742376,23.0,medium,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,75
2566736,2013-07-23_21:06:00,-26.050046000000002,28.038789400000027,28.4132348738937,45.0,tall,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,81
802648,2016-01-04_22:20:00,-26.11269029999999,28.03674070000001,42.74914390069329,43.0,tall,male,82f2e31c2b,vehicular,moving traffic violation,False,True,True,citation,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,59
2799321,2014-08-26_13:11:00,-26.109901299999997,28.036262900000025,19.414263982841064,22.0,medium,male,93ef5d6182,vehicular,moving traffic violation,True,False,True,arrest,True,True,False,True,True,True,True,probable cause,moving traffic violation,False,high,91
37932,2014-10-14_22:03:00,-26.063100899999995,28.019099800000006,34.65329308203694,21.0,medium,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,75
2282488,2014-06-15_14:01:00,-26.034020799999986,28.0390431,32.88582911997748,27.0,tall,male,2b7a7efb70,vehicular,moving traffic violation,False,True,True,citation,True,True,False,False,True,True,True,consent,moving traffic violation,False,high,107
1999683,2013-04-09_00:02:00,-26.0330876,28.030904500000005,22.306662823213887,40.0,tall,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,78
1066839,2017-11-14_10:50:00,-26.118558599999986,28.03550079999998,28.42634495402306,29.0,medium,female,93ef5d6182,vehicular,seatbelt violation,False,True,False,citation,True,True,False,True,True,True,True,probable cause,seatbelt violation,False,high,97
440491,2013-11-06_01:35:00,-26.062684999999995,27.983828300000027,24.098205779192735,39.0,tall,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,77
285494,2015-11-17_02:24:00,-26.046571199999995,28.023112700000027,19.028673262026015,48.0,tall,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,91
621839,2015-01-22_16:59:00,-26.00297179999999,28.006620400000003,35.37928494577343,28.0,medium,male,d6864f2be6,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,65
2628016,2015-07-03_17:37:00,-26.074201399999986,28.020412000000007,25.41873162541074,48.0,tall,male,2b7a7efb70,vehicular,vehicle equipment violation,True,False,True,arrest,False,False,False,False,True,True,False,other,vehicle equipment violation,False,high,74
357485,2015-11-25_21:56:00,-26.067389399999996,28.045632499999982,35.3139787076506,22.0,medium,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,74
303813,2014-01-01_14:00:00,-26.067762699999996,28.0177891,22.879444315228834,34.0,medium,male,2b7a7efb70,vehicular,seatbelt violation,False,True,True,citation,True,True,False,False,True,True,True,probable cause,seatbelt violation,False,high,85
666028,2013-12-31_00:49:00,-26.0811226,27.998583800000006,21.94589834220845,39.0,tall,female,d6864f2be6,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,80
2084720,2016-05-19_19:51:00,-26.066765299999986,28.031667900000002,27.55315292223515,25.0,tall,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,69
2730506,2015-08-17_19:11:00,-26.11269029999999,28.03674070000001,30.06495130689159,26.0,medium,male,82f2e31c2b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,60
137884,2014-10-28_22:15:00,-26.064147299999995,28.018970400000043,19.066415532409504,65.0,medium,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,78
1800847,2016-04-12_20:11:00,-26.065781699999995,27.994919100000004,29.814060770851604,26.0,medium,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,84
2356947,2012-06-24_02:23:00,-26.067762699999996,28.0177891,38.026215014361675,34.0,tall,female,d6864f2be6,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,79
2811990,2013-08-28_23:57:00,-26.027842399999997,28.037275500000007,24.584443606223424,19.0,tall,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,81
2104955,2014-05-02_10:30:00,-26.006569999999996,28.027191000000002,30.36014624997812,39.0,tall,male,498350de5b,vehicular,moving traffic violation,False,True,False,citation,False,False,False,True,True,True,True,consent,moving traffic violation,False,high,73
2737085,2015-08-18_16:59:00,-26.11269029999999,28.03674070000001,21.56873547046373,52.0,tall,male,82f2e31c2b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,59
2442034,2013-06-07_03:09:00,-26.065868099999996,28.00345199999998,24.87425155707822,61.0,medium,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,84
262119,2012-11-14_17:48:00,-26.11269029999999,28.03674070000001,22.740460689913125,23.0,tall,male,82f2e31c2b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,55
254736,2012-11-13_16:47:00,-26.1251503,28.03692740000001,28.554683399684137,36.0,tall,female,82f2e31c2b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,65
799510,2013-01-04_03:00:00,-26.065904299999985,28.005836400000007,30.29217445127601,25.0,short,female,d6864f2be6,vehicular,moving traffic violation,False,True,True,citation,False,False,False,False,True,False,True,plain view,moving traffic violation,False,high,75
1427269,2016-02-23_22:53:00,-26.0431562,28.024605000000008,24.944919003226815,21.0,medium,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,70
2311299,2013-06-19_15:49:00,-26.067762699999996,28.0177891,31.355544929305793,65.0,medium,female,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,82
1514034,2013-02-08_02:52:00,-26.06397900000001,27.988613300000026,40.52356478950229,57.0,medium,male,d6864f2be6,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,high,89
707713,2014-01-25_05:24:00,-26.192800999999996,27.789127000000008,22.312836751826648,33.0,tall,male,3ce33785e5,vehicular,moving traffic violation,False,True,True,citation,False,False,False,True,True,True,False,consent,moving traffic violation,True,medium,62
1896534,2010-04-24_01:13:00,-26.256664,27.80291299999999,24.689874952813845,21.0,medium,male,2b7a7efb70,vehicular,vehicle equipment violation,False,True,True,citation,False,False,False,False,True,True,False,consent,vehicle equipment violation,False,medium,79
69037,2011-10-19_01:25:00,-26.239868199999997,27.809158200000027,29.219962032453648,22.0,medium,male,2b7a7efb70,vehicular,moving traffic violation,True,False,True,arrest,False,False,False,False,True,True,False,other,moving traffic violation,False,medium,80
1337100,2013-02-12_00:17:00,-26.239973999999997,27.81234800000003,26.952897577489885,23.0,medium,male,3ce33785e5,vehicular,registration,False,False,True,warning,False,False,False,True,True,True,True,consent,registration,False,medium,80
667715,2015-12-31_01:54:00,-26.2536233,27.808805400000026,28.621669783043195,38.0,tall,male,3ce33785e5,vehicular,moving traffic violation,False,False,True,warning,False,False,False,True,True,True,True,consent,moving traffic violation,False,medium,60
2788206,2010-08-25_12:30:00,-26.251000499999996,27.77487459999999,21.452084598407318,31.0,tall,male,9d1e57a193,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,consent,moving traffic violation,False,medium,59
1394303,2011-02-20_00:10:00,-26.251000499999996,27.77487459999999,33.09664137759169,26.0,tall,male,6f0e6c9ea2,vehicular,vehicle equipment violation,False,True,False,citation,False,False,False,False,True,True,False,consent,vehicle equipment violation,False,medium,70
2928104,2011-09-15_04:22:00,-26.251000499999996,27.77487459999999,25.093501158450696,39.0,tall,female,82f2e31c2b,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,vehicle equipment violation,False,medium,61
231607,2010-11-01_13:34:00,-26.251000499999996,27.77487459999999,26.820470494000723,66.0,tall,male,01aa59bb70,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,consent,moving traffic violation,False,medium,67
785713,2015-01-31_01:34:00,-26.222119999999997,27.80765600000001,18.583304177540413,26.0,tall,female,6f0e6c9ea2,vehicular,moving traffic violation,True,False,False,arrest,False,False,False,True,True,True,True,other,moving traffic violation,False,medium,70
1345140,2013-02-13_03:10:00,-26.221328799999995,27.80521420000001,23.91193971998582,39.0,medium,male,3ce33785e5,vehicular,registration,False,True,True,citation,False,False,False,True,True,True,False,consent,registration,False,medium,75
668745,2010-12-03_11:15:00,-26.251000499999996,27.77487459999999,25.40944223254822,54.0,short,male,9d1e57a193,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,consent,moving traffic violation,False,medium,65
1130222,2018-02-15_19:12:00,-26.220285799999992,27.805602300000004,20.014622367782756,20.0,short,male,6f0e6c9ea2,vehicular,moving traffic violation,False,False,True,warning,False,False,False,True,True,True,True,consent,moving traffic violation,False,medium,73
796939,2011-01-04_09:45:00,-26.251000499999996,27.77487459999999,15.97456832417496,32.0,short,male,9d1e57a193,vehicular,vehicle equipment violation,False,False,True,warning,False,False,False,True,True,True,True,consent,vehicle equipment violation,False,medium,67
575676,2011-12-18_00:04:00,-26.602446399999998,27.769506700000008,29.725359858115347,19.0,tall,male,82f2e31c2b,vehicular,moving traffic violation,False,False,True,warning,False,False,False,False,True,False,True,plain view,moving traffic violation,False,medium,58
